entity,type,link,KEGG_ID,alias,credibilities
CYP3A5,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1577,hsa:1577,"CYP3A5, CP35, CYPIIIA5, P450PCN3, PCN3; cytochrome P450 family 3 subfamily A member 5
",225
KCNU1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:157855,hsa:157855,"KCNU1, KCNMC1, KCa5, KCa5.1, Kcnma3, Slo3; potassium calcium-activated channel subfamily U member 1",17
ADSL,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:158,hsa:158,"ADSL, AMPS, ASASE, ASL; adenylosuccinate lyase
",54
AK8,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:158067,hsa:158067,"AK8, AK_8, C9orf98, DDX31; adenylate kinase 8",74
CYP7A1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1581,hsa:1581,"CYP7A1, CP7A, CYP7, CYPVII; cytochrome P450 family 7 subfamily A member 1
",21
OR1Q1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:158131,hsa:158131,"OR1Q1, HSTPCR106, OR1Q2, OR1Q3, OR9-25, OR9-A, OST226, OST226OR9-A, TPCR106; olfactory receptor family 1 subfamily Q member 1
",22
CYP8B1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1582,hsa:1582,"CYP8B1, CP8B, CYP12; cytochrome P450 family 8 subfamily B member 1
",6
CYP11A1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1583,hsa:1583,"CYP11A1, CYP11A, CYPXIA1, P450SCC; cytochrome P450 family 11 subfamily A member 1
",21
CYP11B1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1584,hsa:1584,"CYP11B1, CPN1, CYP11B, FHI, P450C11; cytochrome P450 family 11 subfamily B member 1",88
ZNF782,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:158431,hsa:158431,ZNF782; zinc finger protein 782,3
CYP11B2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1585,hsa:1585,"CYP11B2, ALDOS, CPN2, CYP11B, CYP11BL, CYPXIB2, P-450C18, P450C18, P450aldo; cytochrome P450 family 11 subfamily B member 2
",82
CYP17A1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1586,hsa:1586,"CYP17A1, CPT7, CYP17, P450C17, S17AH; cytochrome P450 family 17 subfamily A member 1
",119
CYP19A1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1588,hsa:1588,"CYP19A1, ARO, ARO1, CPV1, CYAR, CYP19, CYPXIX, P-450AROM; cytochrome P450 family 19 subfamily A member 1
",112
AWAT2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:158835,hsa:158835,"AWAT2, ARAT, DC4, DGAT2L4, MFAT, WS; acyl-CoA wax alcohol acyltransferase 2",27
CYP21A2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1589,hsa:1589,"CYP21A2, CA21H, CAH1, CPS1, CYP21, CYP21B, P450c21B; cytochrome P450 family 21 subfamily A member 2
",66
ADSS2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:159,hsa:159,"ADSS2, ADEH, ADSS, ADSS_2; adenylosuccinate synthase 2
",46
CYP24A1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1591,hsa:1591,"CYP24A1, CP24, CYP24, HCAI, HCINF1, P450-CC24; cytochrome P450 family 24 subfamily A member 1
",9
CYP26A1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1592,hsa:1592,"CYP26A1, CP26, CYP26, P450RAI, P450RAI1; cytochrome P450 family 26 subfamily A member 1",136
CYP27A1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1593,hsa:1593,"CYP27A1, CP27, CTX, CYP27; cytochrome P450 family 27 subfamily A member 1
",12
CYP27B1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1594,hsa:1594,"CYP27B1, CP2B, CYP1, CYP1alpha, CYP27B, P450c1, PDDR, VDD1, VDDR, VDDRI, VDR; cytochrome P450 family 27 subfamily B member 1
",9
CYP51A1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1595,hsa:1595,"CYP51A1, CP51, CYP51, CYPL1, LDM, P450-14DM, P450L1; cytochrome P450 family 51 subfamily A member 1
",9
AARS1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:16,hsa:16,"AARS1, AARS, CMT2N, DEE29, EIEE29, HDLS2, TTD8; alanyl-tRNA synthetase 1",1
AP2A1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:160,hsa:160,"AP2A1, ADTAA, AP2-ALPHA, CLAPA1; adaptor related protein complex 2 subunit alpha 1",4
DAB1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1600,hsa:1600,"DAB1, SCA37; DAB adaptor protein 1
",7
PATE1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:160065,hsa:160065,"PATE1, PATE; prostate and testis expressed 1",16
LDHAL6A,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:160287,hsa:160287,"LDHAL6A, LDH6A; lactate dehydrogenase A like 6A",30
CD55,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1604,hsa:1604,"CD55, CHAPLE, CR, CROM, DAF, TC; CD55 molecule (Cromer blood group)
",6
ALDH1L2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:160428,hsa:160428,"ALDH1L2, mtFDH; aldehyde dehydrogenase 1 family member L2
",14
DAG1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1605,hsa:1605,"DAG1, 156DAG, A3a, AGRNR, DAG, LGMDR16, MDDGA9, MDDGC7, MDDGC9; dystroglycan 1
",20
DGKA,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1606,hsa:1606,"DGKA, DAGK, DAGK1, DGK-alpha; diacylglycerol kinase alpha",93
DGKB,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1607,hsa:1607,"DGKB, DAGK2, DGK, DGK-BETA; diacylglycerol kinase beta",93
DGKG,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1608,hsa:1608,"DGKG, DAGK3, DGK-GAMMA; diacylglycerol kinase gamma",93
DGKH,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:160851,hsa:160851,"DGKH, DGKeta; diacylglycerol kinase eta",93
DGKQ,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1609,hsa:1609,"DGKQ, DAGK, DAGK4, DAGK7; diacylglycerol kinase theta",93
AP2A2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:161,hsa:161,"AP2A2, ADTAB, CLAPA2, HIP-9, HIP9, HYPJ; adaptor related protein complex 2 subunit alpha 2",4
DAO,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1610,hsa:1610,"DAO, DAAO, DAMOX, OXDA; D-amino acid oxidase
",15
DAPK1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1612,hsa:1612,"DAPK1, DAPK, ROCO3; death associated protein kinase 1",8
DAPK3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1613,hsa:1613,"DAPK3, DLK, ZIP, ZIPK; death associated protein kinase 3",8
DARS1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1615,hsa:1615,"DARS1, DARS, HBSL, aspRS; aspartyl-tRNA synthetase 1",1
DAXX,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1616,hsa:1616,"DAXX, BING2, DAP6, EAP1, SMIM40; death domain associated protein
",14
AP1B1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162,hsa:162,"AP1B1, ADTB1, AP105A, BAM22, CLAPB2, KIDAR; adaptor related protein complex 1 subunit beta 1",6
DBH,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1621,hsa:1621,"DBH, DBM, ORTHYP1; dopamine beta-hydroxylase
",13
ZFP1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162239,hsa:162239,"ZFP1, ZNF475; ZFP1 zinc finger protein",3
NAGS,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162417,hsa:162417,"NAGS, AGAS, ARGA; N-acetylglutamate synthase
",7
PHOSPHO1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162466,hsa:162466,"PHOSPHO1; phosphoethanolamine/phosphocholine phosphatase 1
",8
TRPV3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162514,hsa:162514,"TRPV3, FNEPPK2, OLMS, OLMS1, VRL3; transient receptor potential cation channel subfamily V member 3
",3
ZNF519,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162655,hsa:162655,"ZNF519, HsT2362; zinc finger protein 519",3
DBT,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1629,hsa:1629,"DBT, BCATE2, BCKAD-E2, BCKADE2, BCKDH-E2, BCOADC-E2, E2, E2B; dihydrolipoamide branched chain transacylase E2
",36
ZNF836,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162962,hsa:162962,ZNF836; zinc finger protein 836,3
ZNF610,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162963,hsa:162963,ZNF610; zinc finger protein 610,3
ZNF600,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162966,hsa:162966,"ZNF600, KR-ZNF1; zinc finger protein 600",3
ZNF320,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162967,hsa:162967,"ZNF320, ZFPL; zinc finger protein 320",3
ZNF550,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162972,hsa:162972,ZNF550; zinc finger protein 550,3
ZNF846,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162993,hsa:162993,ZNF846; zinc finger protein 846,3
OR7D2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:162998,hsa:162998,"OR7D2, HTPCRH03, OR19-10, OR19-4; olfactory receptor family 7 subfamily D member 2
",22
AP2B1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163,hsa:163,"AP2B1, ADTB2, AP105B, AP2-BETA, CLAPB1; adaptor related protein complex 2 subunit beta 1
",4
DCC,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1630,hsa:1630,"DCC, CRC18, CRCR1, HGPPS2, IGDCC1, MRMV1, NTN1R1; DCC netrin 1 receptor
",6
ZNF791,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163049,hsa:163049,ZNF791; zinc finger protein 791,3
ZNF564,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163050,hsa:163050,ZNF564; zinc finger protein 564,3
ZNF709,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163051,hsa:163051,ZNF709; zinc finger protein 709,3
ZNF433,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163059,hsa:163059,ZNF433; zinc finger protein 433,3
ZNF114,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163071,hsa:163071,ZNF114; zinc finger protein 114,3
ZNF567,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163081,hsa:163081,ZNF567; zinc finger protein 567,3
ZNF383,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163087,hsa:163087,"ZNF383, HSD17, Zfp383; zinc finger protein 383",3
ZNF780B,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163131,hsa:163131,"ZNF780B, ZNF779; zinc finger protein 780B",3
ZNF676,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163223,hsa:163223,ZNF676; zinc finger protein 676,3
ZNF100,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163227,hsa:163227,ZNF100; zinc finger protein 100,3
ZNF540,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163255,hsa:163255,"ZNF540, Nbla10512; zinc finger protein 540",3
DCK,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1633,hsa:1633,"DCK; deoxycytidine kinase
",18
DCN,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1634,hsa:1634,"DCN, CSCD, DSPG2, PG40, PGII, PGS2, SLRR1B; decorin
",11
DCTD,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1635,hsa:1635,"DCTD; dCMP deaminase
",30
ACE,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1636,hsa:1636,"ACE, ACE1, CD143, DCP, DCP1; angiotensin I converting enzyme
",17
CALML6,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163688,hsa:163688,"CALML6, CAGLP; calmodulin like 6",379
IFNLR1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:163702,hsa:163702,"IFNLR1, CRF2/12, IFNLR, IL-28R1, IL28RA, LICR2; interferon lambda receptor 1",60
DCT,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1638,hsa:1638,"DCT, OCA8, TRP-2, TYRP2; dopachrome tautomerase
",2
AP1G1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:164,hsa:164,"AP1G1, ADTG, CLAPG1, USRISD; adaptor related protein complex 1 subunit gamma 1",6
PAQR7,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:164091,hsa:164091,"PAQR7, MPRA, PGLP, mSR; progestin and adipoQ receptor family member 7",8
DDB2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1643,hsa:1643,"DDB2, DDBB, UV-DDB2, XPE; damage specific DNA binding protein 2
",19
DDC,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1644,hsa:1644,"DDC, AADC; dopa decarboxylase
",76
AKR1C1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1645,hsa:1645,"AKR1C1, 2-ALPHA-HSD, 20-ALPHA-HSD, C9, DD1, DD1/DD2, DDH, DDH1, H-37, HAKRC, HBAB, MBAB; aldo-keto reductase family 1 member C1
",70
AKR1C2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1646,hsa:1646,"AKR1C2, AKR1C-pseudo, BABP, DD, DD-2, DD/BABP, DD2, DDH2, HAKRD, HBAB, MCDR2, SRXY8, TDD; aldo-keto reductase family 1 member C2
",45
APOBEC3H,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:164668,hsa:164668,"APOBEC3H, A3H, ARP-10, ARP10; apolipoprotein B mRNA editing enzyme catalytic subunit 3H",1
GADD45A,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1647,hsa:1647,"GADD45A, DDIT1, GADD45; growth arrest and DNA damage inducible alpha",37
DDIT3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1649,hsa:1649,"DDIT3, AltDDIT3, C/EBPzeta, CEBPZ, CHOP, CHOP-10, CHOP10, GADD153; DNA damage inducible transcript 3
",29
UBXN2A,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:165324,hsa:165324,"UBXN2A, UBXD4; UBX domain protein 2A",2
DDX3X,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1654,hsa:1654,"DDX3X, CAP-Rf, DBX, DDX14, DDX3, HLP2, MRX102, MRXSSB; DEAD-box helicase 3 X-linked
",1
GPR156,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:165829,hsa:165829,"GPR156, GABABL, PGR28; G protein-coupled receptor 156",1
PRICKLE2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:166336,hsa:166336,"PRICKLE2, EPM5; prickle planar cell polarity protein 2",5
RASSF6,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:166824,hsa:166824,"RASSF6; Ras association domain family member 6
",2
SGMS2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:166929,hsa:166929,"SGMS2, CDL, SMS2; sphingomyelin synthase 2",23
DEFB4A,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1673,hsa:1673,"DEFB4A, BD-2, DEFB-2, DEFB102, DEFB2, DEFB4, HBD-2, SAP1; defensin beta 4A
",8
CFD,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1675,hsa:1675,"CFD, ADIPSIN, ADN, DF, PFD; complement factor D
",3
DFFA,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1676,hsa:1676,"DFFA, DFF-45, DFF1, ICAD; DNA fragmentation factor subunit alpha
",2
GALNTL5,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:168391,hsa:168391,"GALNTL5, GALNACT19, GALNT15, GalNAc-T5L; polypeptide N-acetylgalactosaminyltransferase like 5",6
ZNF679,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:168417,hsa:168417,ZNF679; zinc finger protein 679,3
ZNF596,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:169270,hsa:169270,ZNF596; zinc finger protein 596,3
IDO2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:169355,hsa:169355,"IDO2, INDOL1; indoleamine 2,3-dioxygenase 2",22
ZNF169,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:169841,hsa:169841,ZNF169; zinc finger protein 169,3
HTR3C,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:170572,hsa:170572,HTR3C; 5-hydroxytryptamine receptor 3C,3
GPHA2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:170589,hsa:170589,"GPHA2, A2, GPA2, ZSIG51; glycoprotein hormone subunit alpha 2
",21
COX7B2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:170712,hsa:170712,COX7B2; cytochrome c oxidase subunit 7B2,7
ZNF431,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:170959,hsa:170959,"ZNF431, ZFP932; zinc finger protein 431",3
ZNF721,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:170960,hsa:170960,ZNF721; zinc finger protein 721,3
NLRP6,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:171389,hsa:171389,"NLRP6, AVR, CLR11.4, NALP6, NAVR, NAVR/AVR, PAN3, PYPAF5; NLR family pyrin domain containing 6
",1
ZNF675,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:171392,hsa:171392,"ZNF675, TBZF, TIZ; zinc finger protein 675",3
PTCRA,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:171558,hsa:171558,"PTCRA, PT-ALPHA, PTA; pre T cell antigen receptor alpha
",2
DGUOK,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1716,hsa:1716,"DGUOK, MTDPS3, NCPH, NCPH1, PEOB4, dGK; deoxyguanosine kinase
",2
DHCR7,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1717,hsa:1717,"DHCR7, SLOS; 7-dehydrocholesterol reductase
",14
DHCR24,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1718,hsa:1718,"DHCR24, DCE, Nbla03646, SELADIN1, seladin-1; 24-dehydrocholesterol reductase
",25
DHFR,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1719,hsa:1719,"DHFR, DHFRP1, DYR; dihydrofolate reductase",53
DHODH,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1723,hsa:1723,"DHODH, DHOdehase, POADS, URA1; dihydroorotate dehydrogenase (quinone)
",2
NQO1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1728,hsa:1728,"NQO1, DHQU, DIA4, DTD, NMOR1, NMORI, QR1; NAD(P)H quinone dehydrogenase 1
",11
DIAPH1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1729,hsa:1729,"DIAPH1, DFNA1, DIA1, DRF1, LFHL1, SCBMS, hDIA1, mDia1; diaphanous related formin 1
",18
DIAPH2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1730,hsa:1730,"DIAPH2, DIA, DIA2, DRF2, POF, POF2, POF2A; diaphanous related formin 2
",5
DLAT,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1737,hsa:1737,"DLAT, DLTA, E2, PBC, PDC-E2, PDCE2; dihydrolipoamide S-acetyltransferase
",29
DLD,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1738,hsa:1738,"DLD, DLDD, DLDH, E3, GCSL, LAD, OGDC-E3, PHE3; dihydrolipoamide dehydrogenase
",36
DLG1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1739,hsa:1739,"DLG1, DLGH1, SAP-97, SAP97, hdlg; discs large MAGUK scaffold protein 1
",8
AFP,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:174,hsa:174,"AFP, AFPD, FETA, HPAFP; alpha fetoprotein
",2
DLG3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1741,hsa:1741,"DLG3, MRX, MRX90, NEDLG, PPP1R82, SAP102, XLID90, XLMR; discs large MAGUK scaffold protein 3
",2
DLG4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1742,hsa:1742,"DLG4, MRD62, PSD95, SAP-90, SAP90; discs large MAGUK scaffold protein 4
",25
DLST,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1743,hsa:1743,"DLST, DLTS, KGD2, PGL7; dihydrolipoamide S-succinyltransferase
",13
DMD,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1756,hsa:1756,"DMD, BMD, CMD3B, DXS142, DXS164, DXS206, DXS230, DXS239, DXS268, DXS269, DXS270, DXS272, MRX85; dystrophin
",12
SARDH,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1757,hsa:1757,"SARDH, BPR-2, DMGDHL1, SAR, SARD, SDH; sarcosine dehydrogenase
",13
DNM1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1759,hsa:1759,"DNM1, DEE31, DNM, EIEE31; dynamin 1",2
DNAH5,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1767,hsa:1767,"DNAH5, CILD3, DNAHC5, HL1, KTGNR, PCD; dynein axonemal heavy chain 5",1
DNAH6,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1768,hsa:1768,"DNAH6, DNHL1, Dnahc6, HL-2, HL2; dynein axonemal heavy chain 6",1
DNAH8,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1769,hsa:1769,"DNAH8, ATPase, SPGF46, hdhc9; dynein axonemal heavy chain 8",1
AGER,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:177,hsa:177,"AGER, RAGE, SCARJ1, sRAGE; advanced glycosylation end-product specific receptor
",109
DNAH9,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1770,hsa:1770,"DNAH9, CILD40, DNAH17L, DNEL1, DYH9, Dnahc9, HL-20, HL20; dynein axonemal heavy chain 9",1
AGL,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:178,hsa:178,"AGL, GDE; amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",15
DNM2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1785,hsa:1785,"DNM2, CMT2M, CMTDI1, CMTDIB, DI-CMTB, DYN2, DYNII, LCCS5; dynamin 2
",8
DNMT1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1786,hsa:1786,"DNMT1, ADCADN, AIM, CXXC9, DNMT, HSN1E, MCMT, m.HsaI; DNA methyltransferase 1",8
DNMT3A,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1788,hsa:1788,"DNMT3A, DNMT3A2, HESJAS, M.HsaIIIA, TBRS; DNA methyltransferase 3 alpha",12
DNMT3B,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1789,hsa:1789,"DNMT3B, FSHD4, ICF, ICF1, M.HsaIIIB; DNA methyltransferase 3 beta
",11
DOCK1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1793,hsa:1793,"DOCK1, DOCK180, ced5; dedicator of cytokinesis 1
",23
DPAGT1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1798,hsa:1798,"DPAGT1, ALG7, CDG-Ij, CDG1J, CMS13, CMSTA2, D11S366, DGPT, DPAGT, DPAGT2, G1PT, GPT, UAGT, UGAT; dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
",3
ABAT,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:18,hsa:18,"ABAT, GABA-AT, GABAT, NPD009; 4-aminobutyrate aminotransferase
",43
DPYD,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1806,hsa:1806,"DPYD, DHP, DHPDHASE, DPD, DYPD; dihydropyrimidine dehydrogenase
",19
DPYS,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1807,hsa:1807,"DPYS, DHP, DHPase; dihydropyrimidinase
",10
DPYSL2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1808,hsa:1808,"DPYSL2, CRMP-2, CRMP2, DHPRP2, DRP-2, DRP2, N2A3, ULIP-2, ULIP2; dihydropyrimidinase like 2
",5
AGRP,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:181,hsa:181,"AGRP, AGRT, ART, ASIP2; agouti related neuropeptide
",1
DRD1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1812,hsa:1812,"DRD1, DADR, DRD1A; dopamine receptor D1",53
DRD2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1813,hsa:1813,"DRD2, D2DR, D2R; dopamine receptor D2
",91
DRD3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1814,hsa:1814,"DRD3, D3DR, ETM1, FET1; dopamine receptor D3",23
DRD4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1815,hsa:1815,"DRD4, D4DR; dopamine receptor D4
",23
DRD5,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1816,hsa:1816,"DRD5, DBDR, DRD1B, DRD1L2; dopamine receptor D5",31
JAG1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:182,hsa:182,"JAG1, AGS, AGS1, AHD, AWS, CD339, CMT2HH, DCHE, HJ1, JAGL1; jagged canonical Notch ligand 1",26
DSC2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1824,hsa:1824,"DSC2, ARVD11, CDHF2, DG2, DGII/III, DSC3; desmocollin 2
",4
RCAN1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1827,hsa:1827,"RCAN1, ADAPT78, CSP1, DSC1, DSCR1, MCIP1, RCN1; regulator of calcineurin 1
",9
DSG2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1829,hsa:1829,"DSG2, CDHF5, HDGC; desmoglein 2
",4
AGT,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:183,hsa:183,"AGT, ANHU, SERPINA8, hFLT1; angiotensinogen
",50
HBEGF,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1839,hsa:1839,"HBEGF, DTR, DTS, DTSF, HEGFL; heparin binding EGF like growth factor
",29
DTX1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1840,hsa:1840,"DTX1, RNF140, hDx-1; deltex E3 ubiquitin ligase 1",4
DTYMK,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1841,hsa:1841,"DTYMK, CDC8, PP3731, TMPK, TYMK; deoxythymidylate kinase
",51
DUSP1,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1843,hsa:1843,"DUSP1, CL100, HVH1, MKP-1, MKP1, PTPN10; dual specificity phosphatase 1",27
DUSP2,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1844,hsa:1844,"DUSP2, PAC-1, PAC1; dual specificity phosphatase 2",18
DUSP3,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1845,hsa:1845,"DUSP3, VHR; dual specificity phosphatase 3",18
DUSP4,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1846,hsa:1846,"DUSP4, HVH2, MKP-2, MKP2, TYP; dual specificity phosphatase 4",18
DUSP5,gene,https://www.kegg.jp/dbget-bin/www_bget?hsa:1847,hsa:1847,"DUSP5, DUSP, HVH3; dual specificity phosphatase 5",18
