gene,kegg_id,alia
FIG4,hsa:9896,FIG4 phosphoinositide 5-phosphatase
PIGL,hsa:9487,CHIME
PIGL,hsa:9487,phosphatidylinositol glycan anchor biosynthesis class L
GPLD1,hsa:2822,GPIPLD
GPLD1,hsa:2822,GPIPLDM
GPLD1,hsa:2822,PIGPLD
GPLD1,hsa:2822,PIGPLD1
GPLD1,hsa:2822,PLD
GPLD1,hsa:2822,glycosylphosphatidylinositol specific phospholipase D1
PIGN,hsa:23556,MCAHS
PIGN,hsa:23556,MCAHS1
PIGN,hsa:23556,MCD4
PIGN,hsa:23556,MDC4
PIGN,hsa:23556,PIG-N
PIGN,hsa:23556,phosphatidylinositol glycan anchor biosynthesis class N
PIGV,hsa:55650,GPI-MT-II
PIGV,hsa:55650,HPMRS1
PIGV,hsa:55650,PIG-V
PIGV,hsa:55650,phosphatidylinositol glycan anchor biosynthesis class V
PIGB,hsa:9488,DEE80
PIGB,hsa:9488,EIEE80
PIGB,hsa:9488,GPI-MT-III
PIGB,hsa:9488,PIG-B
PIGB,hsa:9488,phosphatidylinositol glycan anchor biosynthesis class B
MPPE1,hsa:65258,Cdc1
MPPE1,hsa:65258,PGAP5
MPPE1,hsa:65258,metallophosphoesterase 1
PGAP1,hsa:80055,Bst1
PGAP1,hsa:80055,ISPD3024
PGAP1,hsa:80055,MRT42
PGAP1,hsa:80055,NEDDSBA
PGAP1,hsa:80055,SPG67
PGAP1,hsa:80055,post-GPI attachment to proteins inositol deacylase 1
GNPAT,hsa:8443,DAP-AT
GNPAT,hsa:8443,DAPAT
GNPAT,hsa:8443,DHAPAT
GNPAT,hsa:8443,RCDP2
GNPAT,hsa:8443,glyceronephosphate O-acyltransferase
GPD1L,hsa:23171,GPD1-L
GPD1L,hsa:23171,glycerol-3-phosphate dehydrogenase 1 like
GPD2,hsa:2820,GDH2
GPD2,hsa:2820,GPDM
GPD2,hsa:2820,mGDH
GPD2,hsa:2820,mGPDH
GPD2,hsa:2820,glycerol-3-phosphate dehydrogenase 2
ADPRM,hsa:56985,C17orf48
ADPRM,hsa:56985,MDS006
ADPRM,hsa:56985,NBLA03831
ADPRM,hsa:56985,ADP-ribose/CDP-alcohol diphosphatase
ADPRM,hsa:56985,manganese dependent
GPD1,hsa:2819,GPD-C
GPD1,hsa:2819,GPDH-C
GPD1,hsa:2819,HTGTI
GPD1,hsa:2819,glycerol-3-phosphate dehydrogenase 1
PLD4,hsa:122618,C14orf175
PLD4,hsa:122618,phospholipase D family member 4
PLD3,hsa:23646,AD19
PLD3,hsa:23646,HU-K4
PLD3,hsa:23646,HUK4
PLD3,hsa:23646,SCA46
PLD3,hsa:23646,phospholipase D family member 3
PLD1,hsa:5337,CVDD
PLD1,hsa:5337,phospholipase D1
PLD2,hsa:5338,PLD1C
PLD2,hsa:5338,phospholipase D2
CDS1,hsa:1040,CDS_1
CDS1,hsa:1040,CDP-diacylglycerol synthase 1
CRLS1,hsa:54675,C20orf155
CRLS1,hsa:54675,CLS
CRLS1,hsa:54675,CLS1
CRLS1,hsa:54675,GCD10
CRLS1,hsa:54675,dJ967N21.6
CRLS1,hsa:54675,cardiolipin synthase 1
PTDSS1,hsa:9791,LMHD
PTDSS1,hsa:9791,PSS1
PTDSS1,hsa:9791,PSSA
PTDSS1,hsa:9791,phosphatidylserine synthase 1
PISD,hsa:23761,DJ858B16
PISD,hsa:23761,LIBF
PISD,hsa:23761,PSD
PISD,hsa:23761,PSDC
PISD,hsa:23761,PSSC
PISD,hsa:23761,dJ858B16.2
PISD,hsa:23761,phosphatidylserine decarboxylase
PTDSS2,hsa:81490,PSS2
PTDSS2,hsa:81490,phosphatidylserine synthase 2
PLAAT3,hsa:11145,AdPLA
PLAAT3,hsa:11145,H-REV107
PLAAT3,hsa:11145,H-REV107-1
PLAAT3,hsa:11145,HRASLS3
PLAAT3,hsa:11145,HREV107
PLAAT3,hsa:11145,HREV107-1
PLAAT3,hsa:11145,HREV107-3
PLAAT3,hsa:11145,HRSL3
PLAAT3,hsa:11145,PLA2G16
PLAAT3,hsa:11145,PLAAT-3
PLAAT3,hsa:11145,phospholipase A and acyltransferase 3
CHPT1,hsa:56994,CPT
CHPT1,hsa:56994,CPT1
CHPT1,hsa:56994,choline phosphotransferase 1
PEMT,hsa:10400,PEAMT
PEMT,hsa:10400,PEMPT
PEMT,hsa:10400,PEMT2
PEMT,hsa:10400,PLMT
PEMT,hsa:10400,PNMT
PEMT,hsa:10400,phosphatidylethanolamine N-methyltransferase
PLA2G4B,hsa:100137049,HsT16992
PLA2G4B,hsa:100137049,cPLA2-beta
PLA2G4B,hsa:100137049,phospholipase A2 group IVB
PLB1,hsa:151056,PLB
PLB1,hsa:151056,PLB/LIP
PLB1,hsa:151056,phospholipase B1
PLA2G4F,hsa:255189,PLA2G4FZ
PLA2G4F,hsa:255189,phospholipase A2 group IVF
PLA2G2D,hsa:26279,PLA2IID
PLA2G2D,hsa:26279,SPLASH
PLA2G2D,hsa:26279,sPLA2-IID
PLA2G2D,hsa:26279,sPLA2S
PLA2G2D,hsa:26279,phospholipase A2 group IID
PLA2G4D,hsa:283748,cPLA2delta
PLA2G4D,hsa:283748,phospholipase A2 group IVD
PLA2G2E,hsa:30814,GIIE_sPLA2
PLA2G2E,hsa:30814,sPLA2-IIE
PLA2G2E,hsa:30814,phospholipase A2 group IIE
PLA2G2C,hsa:391013,UBXN10-AS1
PLA2G2C,hsa:391013,phospholipase A2 group IIC
PLA2G3,hsa:50487,GIII-SPLA2
PLA2G3,hsa:50487,SPLA2III
PLA2G3,hsa:50487,sPLA2-III
PLA2G3,hsa:50487,phospholipase A2 group III
PLA2G1B,hsa:5319,PLA2
PLA2G1B,hsa:5319,PLA2A
PLA2G1B,hsa:5319,PPLA2
PLA2G1B,hsa:5319,phospholipase A2 group IB
PLA2G2A,hsa:5320,MOM1
PLA2G2A,hsa:5320,PLA2
PLA2G2A,hsa:5320,PLA2B
PLA2G2A,hsa:5320,PLA2L
PLA2G2A,hsa:5320,PLA2S
PLA2G2A,hsa:5320,PLAS1
PLA2G2A,hsa:5320,sPLA2
PLA2G2A,hsa:5320,phospholipase A2 group IIA
PLA2G4A,hsa:5321,GURDP
PLA2G4A,hsa:5321,PLA2G4
PLA2G4A,hsa:5321,cPLA2
PLA2G4A,hsa:5321,cPLA2-alpha
PLA2G4A,hsa:5321,phospholipase A2 group IVA
PLA2G5,hsa:5322,FRFB
PLA2G5,hsa:5322,GV-PLA2
PLA2G5,hsa:5322,PLA2-10
PLA2G5,hsa:5322,hVPLA(2)
PLA2G5,hsa:5322,phospholipase A2 group V
PLA2G2F,hsa:64600,GIIFsPLA2
PLA2G2F,hsa:64600,sPLA2-IIF
PLA2G2F,hsa:64600,phospholipase A2 group IIF
PLA2G12A,hsa:81579,GXII
PLA2G12A,hsa:81579,PLA2G12
PLA2G12A,hsa:81579,ROSSY
PLA2G12A,hsa:81579,phospholipase A2 group XIIA
PLA2G6,hsa:8398,CaI-PLA2
PLA2G6,hsa:8398,GVI
PLA2G6,hsa:8398,INAD1
PLA2G6,hsa:8398,IPLA2-VIA
PLA2G6,hsa:8398,NBIA2
PLA2G6,hsa:8398,NBIA2A
PLA2G6,hsa:8398,NBIA2B
PLA2G6,hsa:8398,PARK14
PLA2G6,hsa:8398,PLA2
PLA2G6,hsa:8398,PNPLA9
PLA2G6,hsa:8398,iPLA2
PLA2G6,hsa:8398,iPLA2beta
PLA2G6,hsa:8398,phospholipase A2 group VI
PLA2G10,hsa:8399,GXPLA2
PLA2G10,hsa:8399,GXSPLA2
PLA2G10,hsa:8399,SPLA2
PLA2G10,hsa:8399,sPLA2-X
PLA2G10,hsa:8399,phospholipase A2 group X
PLA2G12B,hsa:84647,FKSG71
PLA2G12B,hsa:84647,GXIIB
PLA2G12B,hsa:84647,GXIIIsPLA2
PLA2G12B,hsa:84647,PLA2G13
PLA2G12B,hsa:84647,sPLA2-GXIIB
PLA2G12B,hsa:84647,phospholipase A2 group XIIB
PLA2G4C,hsa:8605,CPLA2-gamma
PLA2G4C,hsa:8605,phospholipase A2 group IVC
JMJD7-PLA2G4B,hsa:8681,HsT16992
JMJD7-PLA2G4B,hsa:8681,cPLA2-beta
JMJD7-PLA2G4B,hsa:8681,JMJD7-PLA2G4B readthrough
LPCAT3,hsa:10162,C3F
LPCAT3,hsa:10162,LPCAT
LPCAT3,hsa:10162,LPLAT_5
LPCAT3,hsa:10162,LPSAT
LPCAT3,hsa:10162,MBOAT5
LPCAT3,hsa:10162,OACT5
LPCAT3,hsa:10162,nessy
LPCAT3,hsa:10162,lysophosphatidylcholine acyltransferase 3
LPCAT4,hsa:254531,AGPAT7
LPCAT4,hsa:254531,AYTL3
LPCAT4,hsa:254531,LPAAT-eta
LPCAT4,hsa:254531,LPEAT2
LPCAT4,hsa:254531,lysophosphatidylcholine acyltransferase 4
LPCAT2,hsa:54947,AGPAT11
LPCAT2,hsa:54947,AYTL1
LPCAT2,hsa:54947,LysoPAFAT
LPCAT2,hsa:54947,lysophosphatidylcholine acyltransferase 2
LPCAT1,hsa:79888,AGPAT10
LPCAT1,hsa:79888,AGPAT9
LPCAT1,hsa:79888,AYTL2
LPCAT1,hsa:79888,LPCAT-1
LPCAT1,hsa:79888,PFAAP3
LPCAT1,hsa:79888,lpcat
LPCAT1,hsa:79888,lysoPAFAT
LPCAT1,hsa:79888,lysophosphatidylcholine acyltransferase 1
SELENOI,hsa:85465,EPT1
SELENOI,hsa:85465,SELI
SELENOI,hsa:85465,SEPI
SELENOI,hsa:85465,SPG81
SELENOI,hsa:85465,selenoprotein I
LYPLA1,hsa:10434,APT-1
LYPLA1,hsa:10434,APT1
LYPLA1,hsa:10434,LPL-I
LYPLA1,hsa:10434,LPL1
LYPLA1,hsa:10434,hAPT1
LYPLA1,hsa:10434,lysophospholipase 1
PNPLA6,hsa:10908,BNHS
PNPLA6,hsa:10908,LNMS
PNPLA6,hsa:10908,NTE
PNPLA6,hsa:10908,NTEMND
PNPLA6,hsa:10908,OMCS
PNPLA6,hsa:10908,SPG39
PNPLA6,hsa:10908,iPLA2delta
PNPLA6,hsa:10908,sws
PNPLA6,hsa:10908,patatin like phospholipase domain containing 6
PLA2G15,hsa:23659,ACS
PLA2G15,hsa:23659,GXVPLA2
PLA2G15,hsa:23659,LLPL
PLA2G15,hsa:23659,LPLA2
PLA2G15,hsa:23659,LYPLA3
PLA2G15,hsa:23659,phospholipase A2 group XV
PNPLA7,hsa:375775,C9orf111
PNPLA7,hsa:375775,NTE-R1
PNPLA7,hsa:375775,NTEL1
PNPLA7,hsa:375775,patatin like phospholipase domain containing 7
GPCPD1,hsa:56261,EDI3
GPCPD1,hsa:56261,GDE5
GPCPD1,hsa:56261,GDPD6
GPCPD1,hsa:56261,PREI4
GPCPD1,hsa:56261,glycerophosphocholine phosphodiesterase 1
CHKA,hsa:1119,CHK
CHKA,hsa:1119,CK
CHKA,hsa:1119,CKI
CHKA,hsa:1119,EK
CHKA,hsa:1119,choline kinase alpha
ACHE,hsa:43,ACEE
ACHE,hsa:43,ARACHE
ACHE,hsa:43,N-ACHE
ACHE,hsa:43,YT
ACHE,hsa:43,acetylcholinesterase (Cartwright blood group)
CHKB,hsa:1120,CHETK
CHKB,hsa:1120,CHKL
CHKB,hsa:1120,CK
CHKB,hsa:1120,CKB
CHKB,hsa:1120,CKEKB
CHKB,hsa:1120,EK
CHKB,hsa:1120,EKB
CHKB,hsa:1120,MDCMC
CHKB,hsa:1120,choline kinase beta
CHAT,hsa:1103,CHOACTASE
CHAT,hsa:1103,CMS1A
CHAT,hsa:1103,CMS1A2
CHAT,hsa:1103,CMS6
CHAT,hsa:1103,choline O-acetyltransferase
ETNK2,hsa:55224,EKI2
ETNK2,hsa:55224,HMFT1716
ETNK2,hsa:55224,ethanolamine kinase 2
ETNK1,hsa:55500,EKI
ETNK1,hsa:55500,EKI_1
ETNK1,hsa:55500,EKI1
ETNK1,hsa:55500,Nbla10396
ETNK1,hsa:55500,ethanolamine kinase 1
LYPLA2,hsa:11313,APT-2
LYPLA2,hsa:11313,APT2
LYPLA2,hsa:11313,DJ886K2.4
LYPLA2,hsa:11313,lysophospholipase 2
ETNPPL,hsa:64850,AGXT2L1
ETNPPL,hsa:64850,ethanolamine-phosphate phospho-lyase
LPGAT1,hsa:9926,FAM34A
LPGAT1,hsa:9926,FAM34A1
LPGAT1,hsa:9926,NET8
LPGAT1,hsa:9926,lysophosphatidylglycerol acyltransferase 1
PLA1A,hsa:51365,PS-PLA1
PLA1A,hsa:51365,PSPLA1
PLA1A,hsa:51365,phospholipase A1 member A
PAFAH1B1,hsa:5048,LIS1
PAFAH1B1,hsa:5048,LIS2
PAFAH1B1,hsa:5048,MDCR
PAFAH1B1,hsa:5048,MDS
PAFAH1B1,hsa:5048,NudF
PAFAH1B1,hsa:5048,PAFAH
PAFAH1B1,hsa:5048,platelet activating factor acetylhydrolase 1b regulatory subunit 1
PAFAH1B2,hsa:5049,HEL-S-303
PAFAH1B2,hsa:5049,platelet activating factor acetylhydrolase 1b catalytic subunit 2
PAFAH1B3,hsa:5050,PAFAHG
PAFAH1B3,hsa:5050,platelet activating factor acetylhydrolase 1b catalytic subunit 3
PAFAH2,hsa:5051,HSD-PLA2
PAFAH2,hsa:5051,platelet activating factor acetylhydrolase 2
PLA2G7,hsa:7941,LDL-PLA2
PLA2G7,hsa:7941,LP-PLA2
PLA2G7,hsa:7941,PAFAD
PLA2G7,hsa:7941,PAFAH
PLA2G7,hsa:7941,phospholipase A2 group VII
PEDS1,hsa:387521,CarF
PEDS1,hsa:387521,KUA
PEDS1,hsa:387521,TMEM189
PEDS1,hsa:387521,plasmanylethanolamine desaturase 1
PEDS1-UBE2V1,hsa:387522,CROC-1B
PEDS1-UBE2V1,hsa:387522,CROC1B
PEDS1-UBE2V1,hsa:387522,KUA-UEV
PEDS1-UBE2V1,hsa:387522,TMEM189-UBE2V1
PEDS1-UBE2V1,hsa:387522,PEDS1-UBE2V1 readthrough
ENPP6,hsa:133121,NPP6
ENPP6,hsa:133121,ectonucleotide pyrophosphatase/phosphodiesterase 6
GDPD1,hsa:284161,GDE4
GDPD1,hsa:284161,glycerophosphodiester phosphodiesterase domain containing 1
ENPP2,hsa:5168,ATX
ENPP2,hsa:5168,ATX-X
ENPP2,hsa:5168,AUTOTAXIN
ENPP2,hsa:5168,LysoPLD
ENPP2,hsa:5168,NPP2
ENPP2,hsa:5168,PD-IALPHA
ENPP2,hsa:5168,PDNP2
ENPP2,hsa:5168,ectonucleotide pyrophosphatase/phosphodiesterase 2
GDPD3,hsa:79153,GDE7
GDPD3,hsa:79153,glycerophosphodiester phosphodiesterase domain containing 3
AGPS,hsa:8540,ADAP-S
AGPS,hsa:8540,ADAS
AGPS,hsa:8540,ADHAPS
AGPS,hsa:8540,ADPS
AGPS,hsa:8540,ALDHPSY
AGPS,hsa:8540,RCDP3
AGPS,hsa:8540,alkylglycerone phosphate synthase
UGT8,hsa:7368,CGT
UGT8,hsa:7368,UGT4
UGT8,hsa:7368,UDP glycosyltransferase 8
PTGES3,hsa:10728,P23
PTGES3,hsa:10728,TEBP
PTGES3,hsa:10728,cPGES
PTGES3,hsa:10728,prostaglandin E synthase 3
CBR1,hsa:873,CBR
CBR1,hsa:873,PG-9-KR
CBR1,hsa:873,SDR21C1
CBR1,hsa:873,hCBR1
CBR1,hsa:873,carbonyl reductase 1
PTGES2,hsa:80142,C9orf15
PTGES2,hsa:80142,GBF-1
PTGES2,hsa:80142,GBF1
PTGES2,hsa:80142,PGES2
PTGES2,hsa:80142,mPGES-2
PTGES2,hsa:80142,prostaglandin E synthase 2
PTGES,hsa:9536,MGST-IV
PTGES,hsa:9536,MGST1-L1
PTGES,hsa:9536,MGST1L1
PTGES,hsa:9536,MPGES
PTGES,hsa:9536,PGES
PTGES,hsa:9536,PIG12
PTGES,hsa:9536,PP102
PTGES,hsa:9536,PP1294
PTGES,hsa:9536,TP53I12
PTGES,hsa:9536,mPGES-1
PTGES,hsa:9536,prostaglandin E synthase
TBXAS1,hsa:6916,BDPLT14
TBXAS1,hsa:6916,CYP5
TBXAS1,hsa:6916,CYP5A1
TBXAS1,hsa:6916,GHOSAL
TBXAS1,hsa:6916,THAS
TBXAS1,hsa:6916,TS
TBXAS1,hsa:6916,TXAS
TBXAS1,hsa:6916,TXS
TBXAS1,hsa:6916,thromboxane A synthase 1
PTGIS,hsa:5740,CYP8
PTGIS,hsa:5740,CYP8A1
PTGIS,hsa:5740,PGIS
PTGIS,hsa:5740,PTGI
PTGIS,hsa:5740,prostaglandin I2 synthase
PTGS1,hsa:5742,COX1
PTGS1,hsa:5742,COX3
PTGS1,hsa:5742,PCOX1
PTGS1,hsa:5742,PES-1
PTGS1,hsa:5742,PGG/HS
PTGS1,hsa:5742,PGHS-1
PTGS1,hsa:5742,PGHS1
PTGS1,hsa:5742,PHS1
PTGS1,hsa:5742,PTGHS
PTGS1,hsa:5742,prostaglandin-endoperoxide synthase 1
PTGS2,hsa:5743,COX-2
PTGS2,hsa:5743,COX2
PTGS2,hsa:5743,GRIPGHS
PTGS2,hsa:5743,PGG/HS
PTGS2,hsa:5743,PGHS-2
PTGS2,hsa:5743,PHS-2
PTGS2,hsa:5743,hCox-2
PTGS2,hsa:5743,prostaglandin-endoperoxide synthase 2
CYP2C8,hsa:1558,CPC8
CYP2C8,hsa:1558,CYP2C8DM
CYP2C8,hsa:1558,CYPIIC8
CYP2C8,hsa:1558,MP-12/MP-20
CYP2C8,hsa:1558,cytochrome P450 family 2 subfamily C member 8
ALOX15,hsa:246,12-LOX
ALOX15,hsa:246,15-LOX
ALOX15,hsa:246,15-LOX-1
ALOX15,hsa:246,LOG15
ALOX15,hsa:246,arachidonate 15-lipoxygenase
CYP2J2,hsa:1573,CPJ2
CYP2J2,hsa:1573,CYPIIJ2
CYP2J2,hsa:1573,cytochrome P450 family 2 subfamily J member 2
CYP4F3,hsa:4051,CPF3
CYP4F3,hsa:4051,CYP4F
CYP4F3,hsa:4051,CYPIVF3
CYP4F3,hsa:4051,LTB4H
CYP4F3,hsa:4051,cytochrome P450 family 4 subfamily F member 3
CYP4F2,hsa:8529,CPF2
CYP4F2,hsa:8529,cytochrome P450 family 4 subfamily F member 2
ALOX5,hsa:240,5-LO
ALOX5,hsa:240,5-LOX
ALOX5,hsa:240,5LPG
ALOX5,hsa:240,LOG5
ALOX5,hsa:240,arachidonate 5-lipoxygenase
EPHX2,hsa:2053,ABHD20
EPHX2,hsa:2053,CEH
EPHX2,hsa:2053,SEH
EPHX2,hsa:2053,epoxide hydrolase 2
CYP2B6,hsa:1555,CPB6
CYP2B6,hsa:1555,CYP2B
CYP2B6,hsa:1555,CYP2B7
CYP2B6,hsa:1555,CYP2B7P
CYP2B6,hsa:1555,CYPIIB6
CYP2B6,hsa:1555,EFVM
CYP2B6,hsa:1555,IIB1
CYP2B6,hsa:1555,P450
CYP2B6,hsa:1555,cytochrome P450 family 2 subfamily B member 6
CYP2U1,hsa:113612,P450TEC
CYP2U1,hsa:113612,SPG49
CYP2U1,hsa:113612,SPG56
CYP2U1,hsa:113612,cytochrome P450 family 2 subfamily U member 1
ALOX15B,hsa:247,15-LOX-2
ALOX15B,hsa:247,arachidonate 15-lipoxygenase type B
CYP2C9,hsa:1559,CPC9
CYP2C9,hsa:1559,CYP2C
CYP2C9,hsa:1559,CYP2C10
CYP2C9,hsa:1559,CYPIIC9
CYP2C9,hsa:1559,P450-2C9
CYP2C9,hsa:1559,P450IIC9
CYP2C9,hsa:1559,cytochrome P450 family 2 subfamily C member 9
ALOX12,hsa:239,12-LOX
ALOX12,hsa:239,12S-LOX
ALOX12,hsa:239,LOG12
ALOX12,hsa:239,arachidonate 12-lipoxygenase
ALOX12,hsa:239,12S type
ALOX12B,hsa:242,12R-LOX
ALOX12B,hsa:242,ARCI2
ALOX12B,hsa:242,arachidonate 12-lipoxygenase
ALOX12B,hsa:242,12R type
CBR3,hsa:874,HEL-S-25
CBR3,hsa:874,SDR21C2
CBR3,hsa:874,hCBR3
CBR3,hsa:874,carbonyl reductase 3
PRXL2B,hsa:127281,C1orf93
PRXL2B,hsa:127281,FAM213B
PRXL2B,hsa:127281,peroxiredoxin like 2B
PTGDS,hsa:5730,L-PGDS
PTGDS,hsa:5730,LPGDS
PTGDS,hsa:5730,PDS
PTGDS,hsa:5730,PGD2
PTGDS,hsa:5730,PGDS
PTGDS,hsa:5730,PGDS2
PTGDS,hsa:5730,prostaglandin D2 synthase
CYP2C19,hsa:1557,CPCJ
CYP2C19,hsa:1557,CYP2C
CYP2C19,hsa:1557,CYPIIC17
CYP2C19,hsa:1557,CYPIIC19
CYP2C19,hsa:1557,P450C2C
CYP2C19,hsa:1557,P450IIC19
CYP2C19,hsa:1557,cytochrome P450 family 2 subfamily C member 19
CYP4F8,hsa:11283,CPF8
CYP4F8,hsa:11283,CYPIVF8
CYP4F8,hsa:11283,cytochrome P450 family 4 subfamily F member 8
FADS2,hsa:9415,D6D
FADS2,hsa:9415,DES6
FADS2,hsa:9415,FADSD6
FADS2,hsa:9415,LLCDL2
FADS2,hsa:9415,SLL0262
FADS2,hsa:9415,TU13
FADS2,hsa:9415,fatty acid desaturase 2
SPTLC1,hsa:10558,HSAN1
SPTLC1,hsa:10558,HSN1
SPTLC1,hsa:10558,LBC1
SPTLC1,hsa:10558,LCB1
SPTLC1,hsa:10558,SPT1
SPTLC1,hsa:10558,SPTI
SPTLC1,hsa:10558,serine palmitoyltransferase long chain base subunit 1
KDSR,hsa:2531,DHSR
KDSR,hsa:2531,EKVP4
KDSR,hsa:2531,FVT1
KDSR,hsa:2531,SDR35C1
KDSR,hsa:2531,3-ketodihydrosphingosine reductase
SPTLC3,hsa:55304,C20orf38
SPTLC3,hsa:55304,LCB_3
SPTLC3,hsa:55304,LCB2B
SPTLC3,hsa:55304,LCB3
SPTLC3,hsa:55304,SPT_3
SPTLC3,hsa:55304,SPT3
SPTLC3,hsa:55304,SPTLC2L
SPTLC3,hsa:55304,dJ718P11
SPTLC3,hsa:55304,dJ718P11.1
SPTLC3,hsa:55304,hLCB2b
SPTLC3,hsa:55304,serine palmitoyltransferase long chain base subunit 3
SPTLC2,hsa:9517,HSN1C
SPTLC2,hsa:9517,LCB2
SPTLC2,hsa:9517,LCB2A
SPTLC2,hsa:9517,NSAN1C
SPTLC2,hsa:9517,SPT2
SPTLC2,hsa:9517,hLCB2a
SPTLC2,hsa:9517,serine palmitoyltransferase long chain base subunit 2
ASAH1,hsa:427,AC
ASAH1,hsa:427,ACDase
ASAH1,hsa:427,ASAH
ASAH1,hsa:427,PHP
ASAH1,hsa:427,PHP32
ASAH1,hsa:427,SMAPME
ASAH1,hsa:427,N-acylsphingosine amidohydrolase 1
ASAH2,hsa:56624,BCDase
ASAH2,hsa:56624,HNAC1
ASAH2,hsa:56624,LCDase
ASAH2,hsa:56624,N-CDase
ASAH2,hsa:56624,NCDase
ASAH2,hsa:56624,N-acylsphingosine amidohydrolase 2
CERS1,hsa:10715,EPM8
CERS1,hsa:10715,GDF-1
CERS1,hsa:10715,GDF1
CERS1,hsa:10715,LAG1
CERS1,hsa:10715,LASS1
CERS1,hsa:10715,UOG1
CERS1,hsa:10715,ceramide synthase 1
CERS3,hsa:204219,ARCI9
CERS3,hsa:204219,LASS3
CERS3,hsa:204219,ceramide synthase 3
CERS6,hsa:253782,CERS5
CERS6,hsa:253782,LASS6
CERS6,hsa:253782,ceramide synthase 6
CERS2,hsa:29956,L3
CERS2,hsa:29956,LASS2
CERS2,hsa:29956,SP260
CERS2,hsa:29956,TMSG1
CERS2,hsa:29956,ceramide synthase 2
CERS4,hsa:79603,LASS4
CERS4,hsa:79603,Trh1
CERS4,hsa:79603,ceramide synthase 4
CERS5,hsa:91012,LASS5
CERS5,hsa:91012,Trh4
CERS5,hsa:91012,ceramide synthase 5
DEGS2,hsa:123099,C14orf66
DEGS2,hsa:123099,DES2
DEGS2,hsa:123099,FADS8
DEGS2,hsa:123099,delta 4-desaturase
DEGS2,hsa:123099,sphingolipid 2
DEGS1,hsa:8560,DEGS
DEGS1,hsa:8560,DEGS-1
DEGS1,hsa:8560,DES1
DEGS1,hsa:8560,Des-1
DEGS1,hsa:8560,FADS7
DEGS1,hsa:8560,HLD18
DEGS1,hsa:8560,MIG15
DEGS1,hsa:8560,MLD
DEGS1,hsa:8560,delta 4-desaturase
DEGS1,hsa:8560,sphingolipid 1
SGPP2,hsa:130367,SPP2
SGPP2,hsa:130367,SPPase2
SGPP2,hsa:130367,sphingosine-1-phosphate phosphatase 2
SGPP1,hsa:81537,SPP-1
SGPP1,hsa:81537,SPPase1
SGPP1,hsa:81537,sphingosine-1-phosphate phosphatase 1
ENPP7,hsa:339221,ALK-SMase
ENPP7,hsa:339221,E-NPP_7
ENPP7,hsa:339221,NPP-7
ENPP7,hsa:339221,NPP7
ENPP7,hsa:339221,ectonucleotide pyrophosphatase/phosphodiesterase 7
SMPD3,hsa:55512,NSMASE2
SMPD3,hsa:55512,sphingomyelin phosphodiesterase 3
SMPD4,hsa:55627,NEDMABA
SMPD4,hsa:55627,NEDMEBA
SMPD4,hsa:55627,NET13
SMPD4,hsa:55627,NSMASE-3
SMPD4,hsa:55627,NSMASE3
SMPD4,hsa:55627,SKNY
SMPD4,hsa:55627,sphingomyelin phosphodiesterase 4
SMPD1,hsa:6609,ASM
SMPD1,hsa:6609,ASMASE
SMPD1,hsa:6609,NPD
SMPD1,hsa:6609,sphingomyelin phosphodiesterase 1
SMPD2,hsa:6610,ISC1
SMPD2,hsa:6610,NSMASE
SMPD2,hsa:6610,NSMASE1
SMPD2,hsa:6610,sphingomyelin phosphodiesterase 2
CERK,hsa:64781,LK4
CERK,hsa:64781,dA59H18.2
CERK,hsa:64781,dA59H18.3
CERK,hsa:64781,hCERK
CERK,hsa:64781,ceramide kinase
ACER1,hsa:125981,ALKCDase1
ACER1,hsa:125981,ASAH3
ACER1,hsa:125981,alkaline ceramidase 1
ACER2,hsa:340485,ALKCDase2
ACER2,hsa:340485,ASAH3L
ACER2,hsa:340485,alkaline ceramidase 2
GBA,hsa:2629,GBA1
GBA,hsa:2629,GCB
GBA,hsa:2629,GLUC
GBA,hsa:2629,glucosylceramidase beta
GBA2,hsa:57704,AD035
GBA2,hsa:57704,NLGase
GBA2,hsa:57704,SPG46
GBA2,hsa:57704,glucosylceramidase beta 2
UGCG,hsa:7357,GCS
UGCG,hsa:7357,GLCT1
UGCG,hsa:7357,UDP-glucose ceramide glucosyltransferase
SPHK2,hsa:56848,SK_2
SPHK2,hsa:56848,SK-2
SPHK2,hsa:56848,SPK_2
SPHK2,hsa:56848,SPK-2
SPHK2,hsa:56848,sphingosine kinase 2
SGPL1,hsa:8879,NPHS14
SGPL1,hsa:8879,S1PL
SGPL1,hsa:8879,SPL
SGPL1,hsa:8879,sphingosine-1-phosphate lyase 1
SPHK1,hsa:8877,SPHK
SPHK1,hsa:8877,sphingosine kinase 1
GAL3ST1,hsa:9514,CST
GAL3ST1,hsa:9514,galactose-3-O-sulfotransferase 1
NEU3,hsa:10825,SIAL3
NEU3,hsa:10825,neuraminidase 3
NEU1,hsa:4758,NANH
NEU1,hsa:4758,NEU
NEU1,hsa:4758,SIAL1
NEU1,hsa:4758,neuraminidase 1
NEU2,hsa:4759,SIAL2
NEU2,hsa:4759,neuraminidase 2
ARSA,hsa:410,ASA
ARSA,hsa:410,MLD
ARSA,hsa:410,arylsulfatase A
B4GALT6,hsa:9331,B4Gal-T6
B4GALT6,hsa:9331,beta4Gal-T6
SGMS2,hsa:166929,CDL
SGMS2,hsa:166929,SMS2
SGMS2,hsa:166929,sphingomyelin synthase 2
SGMS1,hsa:259230,MOB
